Source (A),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
The bottom line is that sites like ours and the others who were wiped from the internet yesterday represent a voice against the plutocratic information-controlling establishment.,27,96.08,64.46,58.07,25.77,27.00,29.63,77.78,55.56,14.81,3.70,0.00,3.70,0.00,0.00,0.00,11.11,18.52,11.11,7.41,0.00,3.70,0.00,7.41,3.70,7.41,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,0.00,0.00,0.00,14.81,3.70,3.70,0.00,0.00,0.00,7.41,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,11.11,3.70,0.00,7.41,0.00,0.00,7.41,3.70,0.00,11.11,0.00,7.41,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,3.70,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00
We challenge their paradigm of control and this is a thorn in their side.,14,48.63,99.00,13.15,99.00,14.00,21.43,85.71,64.29,28.57,21.43,0.00,7.14,0.00,0.00,14.29,7.14,7.14,14.29,7.14,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,21.43,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,7.14,7.14,7.14,0.00,0.00,0.00,7.14,0.00,14.29,0.00,14.29,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"There are no longer distinct lines between social media giants and government either which renders the “they are private, they can do what they wish” argument moot.",27,12.53,86.68,1.22,1.00,27.00,22.22,81.48,51.85,18.52,11.11,0.00,0.00,0.00,0.00,11.11,7.41,3.70,3.70,14.81,3.70,3.70,3.70,14.81,7.41,7.41,7.41,0.00,3.70,3.70,0.00,3.70,0.00,3.70,0.00,22.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,3.70,0.00,3.70,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,3.70,0.00,3.70,0.00,0.00,0.00,14.81,3.70,3.70,0.00,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.81,3.70,3.70,0.00,0.00,0.00,0.00,0.00,7.41,0.00,0.00,0.00
"Facebook has been partnering with the Digital Forensics Lab, an arm of the Atlantic Council think tank — a neoconservative group funded by Gulf monarchies, defense giants like Raytheon, megabanks like HSBC, foreign state actors, and the US government — to weed out people like us who challenge the status quo.",49,99.00,97.92,1.00,25.77,49.00,28.57,71.43,40.82,6.12,4.08,0.00,4.08,0.00,0.00,0.00,2.04,12.24,16.33,4.08,0.00,2.04,0.00,6.12,2.04,6.12,2.04,0.00,2.04,4.08,2.04,2.04,0.00,0.00,0.00,16.33,0.00,2.04,0.00,0.00,2.04,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.04,2.04,0.00,0.00,0.00,20.41,10.20,2.04,6.12,0.00,2.04,4.08,4.08,0.00,2.04,0.00,2.04,0.00,6.12,4.08,0.00,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.24,2.04,10.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"The entity that is making censorship decisions for Facebook, as publicly announced, is the Atlantic Council, a partly US government-funded entity.",22,93.26,96.52,1.00,25.77,22.00,36.36,72.73,40.91,9.09,4.55,0.00,4.55,0.00,0.00,0.00,4.55,13.64,9.09,9.09,0.00,4.55,0.00,13.64,4.55,4.55,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,13.64,0.00,0.00,0.00,0.00,13.64,4.55,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,9.09,0.00,4.55,0.00,0.00,4.55,9.09,0.00,0.00,0.00,0.00,0.00,9.09,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.73,4.55,13.64,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00
"At what point will the extremely tight ties between these companies and the US government end the ""they are private"" argument?",21,68.29,99.00,13.15,1.00,21.00,28.57,95.24,61.90,19.05,9.52,0.00,4.76,0.00,0.00,4.76,9.52,14.29,9.52,9.52,4.76,4.76,0.00,9.52,4.76,0.00,4.76,0.00,0.00,4.76,0.00,4.76,0.00,4.76,0.00,19.05,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,9.52,4.76,0.00,4.76,0.00,0.00,0.00,4.76,4.76,14.29,0.00,9.52,4.76,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,4.76,0.00,0.00,9.52,0.00,0.00,0.00
"— Daniel McAdams (@DanielLMcAdams) October 12, 2018",6,93.26,50.00,23.51,25.77,6.00,50.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.67,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,16.67
"Serving as a kick in the teeth to the thousands of people who lost their livelihoods yesterday because of this purge is the fact that pages who do set out to deliberately deceive people, put out actual fake news, and slander others — like the infamous Your News Wire — remain intact and able to post.",54,96.08,86.68,9.03,1.00,54.00,16.67,77.78,50.00,12.96,3.70,0.00,0.00,1.85,0.00,1.85,9.26,9.26,18.52,3.70,0.00,7.41,0.00,11.11,3.70,3.70,3.70,1.85,0.00,7.41,1.85,5.56,0.00,0.00,1.85,11.11,0.00,0.00,0.00,0.00,7.41,0.00,3.70,0.00,0.00,1.85,1.85,0.00,0.00,0.00,0.00,3.70,1.85,1.85,0.00,0.00,5.56,0.00,3.70,1.85,0.00,0.00,3.70,5.56,0.00,11.11,1.85,5.56,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,1.85,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"No, we are not calling for these fake pages to be removed, but instead using it as a point of reference as to why they targeted us when pages like YNW have become famous for spreading lies and deceiving people.",40,38.60,69.14,43.37,1.00,40.00,17.50,87.50,62.50,12.50,7.50,0.00,5.00,0.00,0.00,2.50,5.00,2.50,20.00,10.00,7.50,12.50,5.00,15.00,7.50,7.50,5.00,0.00,0.00,7.50,0.00,7.50,0.00,2.50,0.00,12.50,0.00,0.00,0.00,0.00,20.00,5.00,7.50,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,5.00,0.00,2.50,0.00,0.00,0.00,10.00,0.00,7.50,2.50,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,2.50,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Those who demanded Facebook & other Silicon Valley giants censor political content - something they didn't actually want to do - are finding that content that they themselves support & like end up being repressed.,31,10.24,62.65,20.84,25.77,31.00,38.71,80.65,54.84,29.03,9.68,0.00,0.00,0.00,0.00,9.68,19.35,0.00,9.68,12.90,3.23,0.00,3.23,19.35,3.23,3.23,3.23,0.00,0.00,6.45,3.23,3.23,3.23,0.00,0.00,16.13,0.00,0.00,0.00,0.00,19.35,3.23,0.00,3.23,3.23,0.00,9.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.90,3.23,0.00,9.68,0.00,0.00,3.23,12.90,0.00,6.45,0.00,3.23,3.23,3.23,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.35,3.23,0.00,0.00,0.00,0.00,0.00,6.45,0.00,3.23,0.00,6.45
"That's what has happened to every censorship advocate in history: https://t.co/IZHF8GVkgC — Glenn Greenwald (@ggreenwald) October 12, 2018",21,79.28,50.00,13.15,25.77,21.00,38.10,47.62,23.81,9.52,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,9.52,9.52,0.00,0.00,0.00,14.29,0.00,0.00,4.76,9.52,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,9.52,0.00,14.29,0.00,4.76,9.52,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,42.86,4.76,4.76,4.76,0.00,0.00,0.00,0.00,0.00,4.76,9.52,14.29
"Indeed, we have reached the precipice of corporate-state censorship.",10,78.30,97.69,1.00,25.77,10.00,40.00,60.00,50.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,30.00,10.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00
Those who have constantly demanded that tech giants silence their critics and information that ‘offends’ them are finally seeing the inevitable results of such irresponsible acts.,26,10.57,87.57,5.76,1.00,26.00,38.46,84.62,53.85,23.08,7.69,0.00,0.00,0.00,0.00,7.69,15.38,3.85,3.85,7.69,11.54,3.85,0.00,11.54,0.00,0.00,3.85,0.00,0.00,3.85,0.00,3.85,0.00,3.85,0.00,11.54,0.00,0.00,0.00,0.00,11.54,3.85,3.85,0.00,0.00,3.85,0.00,7.69,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,3.85,3.85,0.00,0.00,0.00,7.69,0.00,7.69,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,3.85,0.00,0.00
"As we have been pointing out for the last two years, tech monopolies large enough to silence those with whom you disagree, are large enough to one day silence you.",30,84.62,99.00,43.37,1.03,30.00,16.67,86.67,50.00,16.67,10.00,0.00,3.33,6.67,0.00,0.00,6.67,3.33,20.00,10.00,0.00,3.33,0.00,10.00,10.00,3.33,3.33,6.67,0.00,3.33,0.00,3.33,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,13.33,3.33,0.00,10.00,0.00,0.00,3.33,6.67,0.00,20.00,0.00,10.00,10.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,3.33,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
The silver lining to this massive purge of independent media is that it signals the beginning of the end of censored media.,22,99.00,50.00,11.00,25.77,22.00,22.73,68.18,50.00,13.64,0.00,0.00,0.00,0.00,0.00,0.00,13.64,13.64,18.18,4.55,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,4.55,0.00,0.00,0.00,4.55,0.00,13.64,0.00,4.55,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TFTP has been planning for this day and we have been growing our email list and our subscriber base.,19,2.97,99.00,4.05,25.77,19.00,15.79,78.95,57.89,21.05,15.79,0.00,15.79,0.00,0.00,0.00,5.26,0.00,5.26,21.05,0.00,10.53,0.00,26.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.05,15.79,5.26,0.00,0.00,0.00,10.53,10.53,5.26,10.53,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
We will not be silenced.,5,1.00,50.00,43.37,25.77,5.00,20.00,100.00,80.00,20.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,20.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"While it may seem bleak for now, we will rise from the ashes of the social media dinosaurs to help build and create new platforms that are out of their control where ideas of peace and freedom can be discussed openly without fear of devoting years to a platform that can disappear you in the blink of an eye.",59,91.54,84.55,56.85,97.07,59.00,15.25,88.14,57.63,10.17,5.08,0.00,1.69,1.69,0.00,1.69,5.08,8.47,20.34,10.17,3.39,5.08,1.69,13.56,1.69,0.00,1.69,0.00,0.00,8.47,6.78,1.69,1.69,0.00,0.00,10.17,0.00,0.00,0.00,0.00,10.17,3.39,3.39,0.00,3.39,0.00,1.69,3.39,3.39,0.00,0.00,1.69,1.69,0.00,0.00,0.00,8.47,5.08,1.69,3.39,0.00,0.00,0.00,11.86,3.39,16.95,1.69,10.17,6.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.39,1.69,1.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"If you are not on our email list, please sign up here.",12,18.82,95.20,74.76,99.00,12.00,0.00,83.33,66.67,16.67,16.67,0.00,8.33,8.33,0.00,0.00,0.00,0.00,16.67,8.33,8.33,8.33,8.33,8.33,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,8.33,8.33,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,8.33,0.00,8.33,0.00,0.00,0.00,8.33,0.00,16.67,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"If you’d like to subscribe to our site to aid in the battle against the censors and receive special perks along the way, you can do so at this link.",30,93.26,95.20,82.75,25.77,30.00,16.67,86.67,66.67,13.33,10.00,0.00,3.33,6.67,0.00,0.00,3.33,10.00,26.67,10.00,3.33,10.00,0.00,6.67,3.33,3.33,0.00,0.00,0.00,6.67,3.33,3.33,0.00,3.33,0.00,13.33,0.00,0.00,0.00,0.00,10.00,3.33,0.00,3.33,3.33,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,3.33,0.00,3.33,0.00,0.00,0.00,6.67,0.00,20.00,3.33,16.67,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00
We are also working with the folks from minds.com and have created a platform on their uncensored network as well.,21,68.29,97.14,2.82,99.00,21.00,23.81,80.95,61.90,9.52,9.52,0.00,4.76,0.00,0.00,4.76,0.00,9.52,19.05,9.52,9.52,14.29,0.00,19.05,4.76,4.76,0.00,0.00,0.00,9.52,9.52,0.00,0.00,0.00,0.00,14.29,4.76,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,4.76,9.52,0.00,0.00,0.00,4.76,9.52,0.00,9.52,0.00,9.52,0.00,4.76,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,4.76,0.00,9.52,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
You can follow us at this link.,7,5.89,99.00,99.00,25.77,7.00,0.00,100.00,71.43,42.86,28.57,0.00,14.29,14.29,0.00,0.00,14.29,0.00,14.29,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,28.57,0.00,42.86,14.29,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
We have been on Steemit as well.,7,5.89,99.00,13.15,99.00,7.00,14.29,85.71,85.71,14.29,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,28.57,28.57,14.29,14.29,0.00,28.57,14.29,14.29,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,14.29,14.29,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
And Instagram too.,3,1.00,99.00,1.00,25.77,3.00,33.33,100.00,66.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Article posted with permission from The Free Thought Project,9,99.00,50.00,4.97,99.00,9.00,44.44,88.89,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,22.22,0.00,0.00,0.00,0.00,22.22,11.11,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
More Independent Media To Be Shut Down,7,99.00,50.00,89.63,25.77,7.00,14.29,85.71,42.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,14.29,0.00,0.00,0.00,28.57,28.57,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,28.57,0.00,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"The very word “secrecy” is repugnant in a free and open society; and we are as a people inherently and historically opposed to secret societies, to secret oaths and to secret proceedings.",32,89.84,99.00,55.79,81.93,32.00,25.00,84.38,50.00,3.12,3.12,0.00,3.12,0.00,0.00,0.00,0.00,9.38,15.62,6.25,3.12,15.62,0.00,9.38,15.62,3.12,0.00,0.00,0.00,3.12,3.12,0.00,0.00,0.00,0.00,21.88,0.00,0.00,0.00,0.00,9.38,9.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,3.12,0.00,3.12,0.00,0.00,0.00,9.38,0.00,12.50,0.00,6.25,6.25,0.00,0.00,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.62,3.12,3.12,0.00,3.12,0.00,0.00,0.00,6.25,0.00,0.00,0.00
We decided long ago that the dangers of excessive and unwarranted concealment of pertinent facts far outweighed the dangers which are cited to justify it.,25,88.69,78.82,43.37,1.00,25.00,36.00,76.00,44.00,16.00,4.00,0.00,4.00,0.00,0.00,0.00,12.00,8.00,12.00,4.00,0.00,4.00,0.00,8.00,4.00,0.00,4.00,0.00,0.00,8.00,0.00,8.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,12.00,8.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,4.00,0.00,0.00,0.00,8.00,8.00,4.00,0.00,12.00,0.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Even today, there is little value in opposing the threat of a closed society by imitating its arbitrary restrictions.",19,96.93,70.08,50.35,25.77,19.00,26.32,84.21,47.37,5.26,0.00,0.00,0.00,0.00,0.00,0.00,5.26,10.53,15.79,5.26,10.53,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,10.53,5.26,5.26,5.26,5.26,0.00,5.26,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,5.26,0.00,10.53,0.00,21.05,0.00,15.79,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Even today, there is little value in insuring the survival of our nation if our traditions do not survive with it.",21,41.91,68.29,68.01,95.81,21.00,19.05,95.24,61.90,14.29,9.52,0.00,9.52,0.00,0.00,0.00,4.76,4.76,14.29,9.52,9.52,4.76,4.76,9.52,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,9.52,0.00,0.00,0.00,0.00,9.52,0.00,0.00,4.76,4.76,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.81,14.29,9.52,0.00,0.00,0.00,0.00,14.29,0.00,19.05,0.00,14.29,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
And there is very grave danger that an announced need for increased security will be seized upon by those anxious to expand its meaning to the very limits of official censorship and concealment.,33,80.14,50.00,2.40,1.00,33.00,24.24,90.91,57.58,9.09,0.00,0.00,0.00,0.00,0.00,0.00,9.09,6.06,18.18,9.09,9.09,6.06,0.00,12.12,3.03,0.00,0.00,0.00,0.00,12.12,3.03,9.09,3.03,0.00,3.03,0.00,0.00,0.00,0.00,0.00,6.06,3.03,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.15,0.00,3.03,3.03,3.03,6.06,0.00,9.09,3.03,9.09,3.03,6.06,0.00,0.00,0.00,0.00,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"– JFK",1,93.26,50.00,1.00,25.77,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
